,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
6963,7395_04,Europa,FALSE,B/277/S,55 Cancri e,43,TRUE,0,486,0,0,2470,Beten Suasharic,FALSE
6964,7396_01,Europa,FALSE,C/271/S,55 Cancri e,28,FALSE,6,3392,3944,987,0,Zibah Queldry,TRUE
6965,7396_02,Europa,TRUE,C/271/S,TRAPPIST-1e,31,TRUE,0,0,0,0,0,Muontak Ingent,TRUE
6966,7396_03,Europa,TRUE,C/271/S,PSO J318.5-22,35,FALSE,0,0,0,0,0,Elerops Monsintic,TRUE
6968,7399_01,Earth,FALSE,F/1418/S,TRAPPIST-1e,24,FALSE,0,0,217,0,544,Sanda Casonston,FALSE
6971,7402_02,Europa,TRUE,C/272/S,55 Cancri e,45,FALSE,0,0,0,0,0,Mesarid Stioutody,TRUE
6972,7403_01,Earth,FALSE,G/1194/P,TRAPPIST-1e,19,FALSE,294,79,536,0,0,Charly Gibbsonton,FALSE
6973,7405_01,Earth,FALSE,F/1419/S,TRAPPIST-1e,23,FALSE,0,1089,311,0,0,Hellia Steeletters,TRUE
6974,7406_01,Earth,FALSE,G/1195/P,TRAPPIST-1e,19,FALSE,0,78,801,0,7,Tarah Balley,FALSE
6976,7410_01,Earth,FALSE,G/1201/S,TRAPPIST-1e,41,FALSE,85,804,0,0,0,Jaimer Cartz,TRUE
6977,7411_01,Earth,FALSE,F/1533/P,TRAPPIST-1e,30,FALSE,1110,0,439,5,0,Racy Bakericks,FALSE
6979,7418_01,Mars,FALSE,F/1534/P,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Apench Ses,TRUE
6981,7419_02,Earth,FALSE,F/1535/P,TRAPPIST-1e,47,FALSE,0,61,805,0,6,Lerion Bardson,TRUE
6982,7422_01,Earth,FALSE,G/1204/S,TRAPPIST-1e,21,FALSE,550,0,61,4,5,Shery Lardsonald,FALSE
6984,7425_02,Earth,FALSE,G/1200/P,TRAPPIST-1e,19,FALSE,879,0,0,10,0,Willip Balderts,FALSE
6986,7428_01,Europa,FALSE,A/79/P,TRAPPIST-1e,28,FALSE,0,132,4,1915,0,Iononus Fulazy,FALSE
6988,7430_01,Earth,FALSE,G/1205/S,PSO J318.5-22,24,FALSE,549,3,201,0,0,Isa Vantonson,FALSE
6990,7432_01,Europa,TRUE,E/481/P,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Ainkard Amonysidle,TRUE
6991,7435_01,Europa,TRUE,B/244/P,55 Cancri e,26,FALSE,0,0,0,0,0,Arid Couresteer,TRUE
6993,7437_01,Europa,TRUE,B/279/S,55 Cancri e,45,FALSE,0,0,0,0,0,Mesatan Disgul,TRUE
6994,7437_02,Europa,TRUE,B/279/S,TRAPPIST-1e,47,FALSE,0,0,0,0,0,Kraban Disgul,TRUE
6995,7437_03,Europa,TRUE,B/279/S,TRAPPIST-1e,60,FALSE,0,0,0,0,0,Sadalm Clumshangs,TRUE
6996,7438_01,Earth,FALSE,E/483/P,55 Cancri e,42,FALSE,0,279,30,409,0,Gaylah Hanner,TRUE
7000,7445_01,Earth,TRUE,G/1208/S,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Coreen Hoppers,FALSE
7001,7446_01,Earth,FALSE,G/1204/P,TRAPPIST-1e,18,FALSE,960,672,0,0,168,Mamina Hopez,FALSE
7003,7448_01,Earth,FALSE,F/1540/P,55 Cancri e,25,FALSE,244,0,40,294,124,Line Bradlerson,FALSE
7004,7449_01,Earth,FALSE,F/1541/P,PSO J318.5-22,20,FALSE,120,321,0,932,175,Loresa Bakericks,FALSE
7005,7450_01,Earth,FALSE,G/1205/P,TRAPPIST-1e,23,FALSE,509,0,193,0,2,Armene Sykess,FALSE
7006,7452_01,Europa,TRUE,B/281/S,TRAPPIST-1e,48,FALSE,0,0,0,0,0,Dyonon Sloweber,TRUE
7007,7452_02,Europa,FALSE,B/281/S,55 Cancri e,26,FALSE,286,3387,575,213,548,Mirfark Sloweber,TRUE
7009,7453_01,Europa,TRUE,C/275/S,55 Cancri e,27,FALSE,0,0,0,0,0,Alarkab Aneter,TRUE
7010,7455_01,Europa,FALSE,A/80/P,55 Cancri e,41,FALSE,0,1616,0,758,400,Neshath Slavested,TRUE
7011,7456_01,Earth,TRUE,G/1210/S,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Yvetta Whitez,TRUE
7012,7457_01,Mars,FALSE,E/496/S,TRAPPIST-1e,71,FALSE,1243,0,5,16,34,Seat Fine,FALSE
7013,7458_01,Earth,TRUE,G/1211/S,TRAPPIST-1e,64,FALSE,0,0,0,0,0,Fayey Vincenton,FALSE
7014,7459_01,Europa,FALSE,B/282/S,TRAPPIST-1e,33,FALSE,0,397,0,1249,845,Menkin Dratembid,FALSE
7015,7460_01,Earth,FALSE,F/1543/P,55 Cancri e,24,FALSE,786,0,0,309,0,Leria Haydenez,TRUE
7016,7461_01,Europa,TRUE,D/223/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Zavior Plaricit,TRUE
7017,7462_01,Earth,TRUE,G/1206/P,PSO J318.5-22,13,FALSE,0,0,0,0,0,Hilia Mckinn,TRUE
7018,7464_01,Earth,TRUE,G/1207/P,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Lynnie Hickett,TRUE
7020,7475_01,Mars,TRUE,F/1545/P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Pros Leste,TRUE
7021,7475_02,Mars,TRUE,F/1545/P,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Lies Leste,TRUE
7022,7477_01,Earth,FALSE,F/1546/P,PSO J318.5-22,22,FALSE,27,0,0,663,0,Jimmya Fielson,FALSE
7024,7479_01,Mars,TRUE,F/1429/S,TRAPPIST-1e,34,FALSE,0,0,0,0,0,Muffs Berte,TRUE
7025,7481_01,Earth,FALSE,G/1215/S,TRAPPIST-1e,46,FALSE,0,0,1,0,1778,Darlie Chanash,FALSE
7026,7483_01,Mars,FALSE,E/485/P,PSO J318.5-22,43,FALSE,244,0,358,160,800,Wille Winie,TRUE
7027,7484_01,Earth,FALSE,G/1209/P,55 Cancri e,25,FALSE,0,1435,0,0,0,Coracy Rivanseney,TRUE
7029,7486_01,Earth,FALSE,G/1210/P,55 Cancri e,14,FALSE,0,184,16,1234,0,Katen Vandez,FALSE
7030,7487_01,Earth,FALSE,G/1216/S,TRAPPIST-1e,63,FALSE,174,282,321,8,0,Jeanie Sellahaney,TRUE
7031,7488_01,Mars,FALSE,E/486/P,TRAPPIST-1e,29,FALSE,558,0,386,355,0,Pold Kidne,FALSE
7034,7492_01,Mars,FALSE,D/224/S,TRAPPIST-1e,19,FALSE,193,0,2956,0,0,Bleda Bun,TRUE
7035,7494_01,Earth,FALSE,E/487/P,TRAPPIST-1e,53,FALSE,2,794,425,0,397,Lynnon Sellahaney,FALSE
7036,7495_01,Mars,FALSE,F/1431/S,TRAPPIST-1e,45,FALSE,2,36,1110,9,0,Weres Ropie,FALSE
7037,7496_01,Europa,FALSE,C/278/S,55 Cancri e,41,FALSE,0,2383,0,2,97,Asellan Fuelisent,TRUE
7038,7498_01,Mars,FALSE,F/1550/P,TRAPPIST-1e,68,TRUE,523,0,859,201,782,Otlios Cola,FALSE
7039,7498_02,Mars,TRUE,F/1550/P,TRAPPIST-1e,5,FALSE,0,0,0,0,0,Bonutz Cola,TRUE
7040,7498_03,Mars,FALSE,F/1550/P,TRAPPIST-1e,27,TRUE,30,0,910,0,0,Beals Cola,TRUE
7041,7499_01,Earth,FALSE,F/1551/P,55 Cancri e,20,FALSE,30,132,1121,0,0,Enrie Hayder,TRUE
7043,7501_01,Earth,FALSE,F/1433/S,TRAPPIST-1e,18,FALSE,0,0,0,484,320,Henryn Burchard,FALSE
7044,7502_01,Europa,FALSE,C/241/P,55 Cancri e,45,FALSE,66,5974,0,0,625,Gatrin Clutolded,TRUE
7046,7503_02,Europa,FALSE,B/283/S,TRAPPIST-1e,37,FALSE,1577,11396,0,1014,560,Dabi Capplid,TRUE
7048,7505_01,Mars,FALSE,F/1553/P,TRAPPIST-1e,51,TRUE,511,0,291,4212,0,Ste Fone,FALSE
7049,7505_02,Mars,TRUE,F/1553/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Hone Fone,TRUE
7050,7505_03,Mars,TRUE,F/1553/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Monkle Fone,TRUE
7051,7506_01,Earth,FALSE,F/1554/P,TRAPPIST-1e,19,FALSE,2110,0,0,0,1,Billya Vales,FALSE
7052,7507_01,Earth,FALSE,E/499/S,TRAPPIST-1e,19,FALSE,0,789,0,0,0,Marlly Santin,FALSE
7053,7507_02,Earth,FALSE,E/499/S,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Joela Santin,TRUE
7054,7507_03,Earth,FALSE,E/499/S,55 Cancri e,4,FALSE,0,0,0,0,0,Ianley Santin,TRUE
7056,7509_01,Earth,FALSE,F/1434/S,TRAPPIST-1e,37,FALSE,1442,4,0,3,0,Herina Mcneiley,FALSE
7057,7510_01,Mars,FALSE,F/1435/S,55 Cancri e,18,FALSE,1092,0,208,150,0,Pars Horte,FALSE
7060,7514_01,Earth,FALSE,F/1555/P,TRAPPIST-1e,52,FALSE,0,0,47,2059,0,Fayel Josesh,FALSE
7063,7517_01,Earth,FALSE,F/1557/P,PSO J318.5-22,25,FALSE,15,3,0,635,0,Lynnon Lunapperts,FALSE
7064,7518_01,Europa,TRUE,B/246/P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Acrabih Droning,TRUE
7065,7518_02,Europa,FALSE,B/246/P,PSO J318.5-22,32,TRUE,2502,700,1104,13902,484,Aviton Droning,FALSE
7066,7520_01,Earth,FALSE,F/1559/P,TRAPPIST-1e,58,FALSE,1366,257,0,0,311,Elancy Alentonway,FALSE
7067,7521_01,Earth,FALSE,F/1560/P,TRAPPIST-1e,44,FALSE,657,0,103,0,394,Hard Mcintons,FALSE
7068,7522_01,Earth,FALSE,G/1214/P,TRAPPIST-1e,41,FALSE,0,0,0,0,908,Harlen Cartyernan,FALSE
7069,7523_01,Earth,FALSE,G/1219/S,TRAPPIST-1e,24,FALSE,0,0,643,167,0,Bara Mcclayton,TRUE
7070,7524_01,Earth,TRUE,G/1215/P,TRAPPIST-1e,41,FALSE,0,0,0,0,0,Colly Simpsonks,TRUE
7071,7524_02,Earth,TRUE,G/1215/P,PSO J318.5-22,23,FALSE,0,0,0,0,0,Britta Simpsonks,TRUE
7072,7525_01,Europa,FALSE,C/279/S,TRAPPIST-1e,27,FALSE,390,1377,0,2809,4914,Canonon Retefule,FALSE
7073,7525_02,Europa,TRUE,C/279/S,55 Cancri e,61,FALSE,0,0,0,0,0,Geonev Retefule,TRUE
7074,7527_01,Earth,FALSE,F/1561/P,TRAPPIST-1e,18,FALSE,0,732,2,13,47,Elle Flowensley,TRUE
7075,7529_01,Earth,TRUE,G/1221/S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Harrie Combson,TRUE
7077,7531_02,Europa,TRUE,B/286/S,55 Cancri e,15,FALSE,0,0,0,0,0,Ainoxa Alindiveng,TRUE
7078,7533_01,Earth,FALSE,G/1223/S,55 Cancri e,12,FALSE,0,0,0,0,0,Thell Farrez,TRUE
7079,7534_01,Earth,FALSE,F/1439/S,PSO J318.5-22,40,FALSE,420,0,345,1,0,Maen Dickley,FALSE
7080,7535_01,Earth,FALSE,F/1562/P,TRAPPIST-1e,19,FALSE,122,2,0,480,565,Adanne Robley,TRUE
7081,7536_01,Mars,TRUE,F/1440/S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Sallos Purie,TRUE
7082,7538_01,Europa,FALSE,A/81/P,TRAPPIST-1e,48,TRUE,313,2864,0,0,12424,Achira Uncionted,FALSE
7084,7542_01,Earth,FALSE,F/1442/S,TRAPPIST-1e,35,FALSE,4,53,0,0,844,Gabria Batestonley,FALSE
7085,7543_01,Earth,FALSE,F/1564/P,TRAPPIST-1e,29,FALSE,0,0,702,0,56,Patsya Saley,FALSE
7086,7544_01,Earth,FALSE,E/501/S,TRAPPIST-1e,54,FALSE,118,0,0,669,0,Jasony Brightez,FALSE
7088,7549_01,Earth,FALSE,E/489/P,TRAPPIST-1e,22,FALSE,0,19,1468,2,119,Beula Beangley,TRUE
7089,7550_01,Earth,TRUE,G/1216/P,PSO J318.5-22,18,FALSE,0,0,0,0,0,Davis Bardinard,TRUE
7090,7552_01,Earth,FALSE,E/490/P,TRAPPIST-1e,26,FALSE,0,652,97,43,0,Jacky Callowery,TRUE
7091,7553_01,Earth,FALSE,F/1444/S,PSO J318.5-22,19,FALSE,10,24,0,0,565,Walla Bushafford,FALSE
7092,7559_01,Earth,FALSE,F/1569/P,TRAPPIST-1e,22,FALSE,0,0,441,0,423,Stace Castannison,FALSE
7096,7565_01,Europa,FALSE,B/247/P,TRAPPIST-1e,37,FALSE,2,7272,0,50,1282,Zaurion Praded,TRUE
7098,7565_03,Europa,FALSE,B/247/P,55 Cancri e,25,FALSE,0,772,0,125,5913,Matark Praded,FALSE
7099,7565_04,Europa,FALSE,B/247/P,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Alphah Praded,TRUE
7100,7567_01,Earth,TRUE,G/1227/S,55 Cancri e,15,FALSE,0,0,0,0,0,Lyde Farmonrada,FALSE
7101,7568_01,Earth,FALSE,F/1571/P,TRAPPIST-1e,19,FALSE,380,0,416,0,8,Mira Farleyatton,FALSE
7102,7569_01,Mars,FALSE,E/493/P,TRAPPIST-1e,18,FALSE,3591,0,158,0,120,Gamuls Sune,FALSE
7103,7569_02,Mars,FALSE,D/237/P,TRAPPIST-1e,50,TRUE,828,0,572,1367,0,Oate Sune,FALSE
7104,7572_01,Earth,TRUE,G/1228/S,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Blancy Balley,FALSE
7105,7573_01,Earth,TRUE,G/1217/P,PSO J318.5-22,19,FALSE,0,0,0,0,0,Teryla Welltonces,FALSE
7106,7574_01,Europa,TRUE,B/287/S,55 Cancri e,33,FALSE,0,0,0,0,0,Nunkib Alindiveng,TRUE
7107,7576_01,Europa,FALSE,D/239/P,TRAPPIST-1e,23,FALSE,30,2237,1,49,52,Mergas Alenat,TRUE
7109,7577_01,Earth,FALSE,E/502/S,PSO J318.5-22,14,FALSE,80,130,0,1323,0,Gera Beston,FALSE
7110,7578_01,Earth,FALSE,F/1572/P,55 Cancri e,14,FALSE,653,0,4,0,0,Idace Popelacruz,FALSE
7111,7579_01,Earth,FALSE,G/1229/S,PSO J318.5-22,45,FALSE,1,7,56,613,0,Willy Curton,TRUE
7112,7580_01,Earth,TRUE,G/1230/S,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Billya Sweenez,TRUE
7113,7583_01,Mars,FALSE,F/1574/P,TRAPPIST-1e,36,FALSE,32,355,1826,9,0,Pebuts Pert,TRUE
7115,7584_02,Europa,TRUE,B/288/S,TRAPPIST-1e,59,FALSE,0,0,0,0,0,Sterfik Swingse,TRUE
7117,7585_01,Europa,TRUE,C/281/S,55 Cancri e,31,FALSE,0,0,0,0,0,Suhaino Admingried,TRUE
7119,7585_03,Europa,FALSE,C/281/S,TRAPPIST-1e,28,FALSE,0,2674,1309,18,11,Unukath Admingried,TRUE
7120,7585_04,Europa,TRUE,C/281/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Chard Admingried,TRUE
7121,7586_01,Europa,FALSE,C/245/P,TRAPPIST-1e,29,FALSE,220,1130,0,7,951,Weion Switmorary,TRUE
7122,7588_01,Earth,TRUE,G/1219/P,55 Cancri e,0,FALSE,0,0,0,0,0,Lan Hersons,TRUE
7123,7588_02,Earth,FALSE,G/1219/P,55 Cancri e,15,FALSE,0,714,0,0,0,Aude Hersons,TRUE
7124,7592_01,Earth,FALSE,F/1450/S,TRAPPIST-1e,18,FALSE,0,0,0,1586,0,Stelly Wolferton,FALSE
7125,7594_01,Europa,TRUE,C/282/S,55 Cancri e,49,FALSE,0,0,0,0,0,Minonus Supiensive,TRUE
7126,7595_01,Earth,FALSE,F/1451/S,TRAPPIST-1e,36,FALSE,0,7,661,0,93,Enrie Owery,TRUE
7127,7596_01,Europa,TRUE,C/283/S,55 Cancri e,40,FALSE,0,0,0,0,0,Polaton Fralledic,TRUE
7129,7598_01,Earth,TRUE,G/1231/S,PSO J318.5-22,67,FALSE,0,0,0,0,0,Danie Ingston,TRUE
7131,7601_01,Earth,FALSE,G/1232/S,TRAPPIST-1e,17,FALSE,214,552,0,241,0,Amela Starkers,FALSE
7132,7604_01,Mars,TRUE,F/1579/P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Wase Deeke,TRUE
7134,7605_01,Mars,FALSE,F/1452/S,55 Cancri e,28,FALSE,2484,136,42,0,0,Othawk Crité,FALSE
7135,7606_01,Mars,TRUE,F/1453/S,TRAPPIST-1e,54,FALSE,0,0,0,0,0,Turbix Bau,TRUE
7136,7608_01,Mars,TRUE,F/1454/S,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Bun Ica,TRUE
7137,7609_01,Europa,FALSE,A/83/P,55 Cancri e,40,TRUE,0,21,0,1503,1392,Astorux Reeddommy,FALSE
7138,7609_02,Europa,TRUE,A/83/P,TRAPPIST-1e,39,FALSE,0,0,0,0,0,Sabiton Reeddommy,TRUE
7139,7614_01,Europa,TRUE,C/246/P,55 Cancri e,40,FALSE,0,0,0,0,0,Canonon Diabysid,TRUE
7140,7616_01,Earth,FALSE,F/1457/S,PSO J318.5-22,20,FALSE,11,725,0,0,0,Jandy Boyersons,TRUE
7141,7618_01,Earth,FALSE,G/1235/S,TRAPPIST-1e,18,FALSE,761,21,27,0,0,Leenny Raney,TRUE
7143,7621_01,Europa,TRUE,B/250/P,55 Cancri e,35,FALSE,0,0,0,0,0,Halla Subcap,TRUE
7144,7622_01,Earth,FALSE,G/1237/S,TRAPPIST-1e,31,FALSE,0,0,185,584,0,Jona Noeley,FALSE
7145,7623_01,Earth,FALSE,G/1223/P,TRAPPIST-1e,40,FALSE,0,0,84,798,0,Ricia Valexandez,FALSE
7146,7624_01,Europa,TRUE,C/284/S,PSO J318.5-22,50,FALSE,0,0,0,0,0,Gieba Emetillove,TRUE
7147,7625_01,Earth,FALSE,F/1458/S,TRAPPIST-1e,21,FALSE,0,0,114,2,683,Gerly Burryerson,FALSE
7148,7626_01,Earth,FALSE,E/496/P,TRAPPIST-1e,29,FALSE,767,16,9,0,0,Nandy Stephendsey,FALSE
7149,7627_01,Europa,FALSE,A/92/S,55 Cancri e,63,FALSE,0,5036,4,519,0,Beide Reeddommy,TRUE
7150,7628_01,Mars,FALSE,F/1584/P,TRAPPIST-1e,19,FALSE,37,0,1288,0,0,Hoces Wala,TRUE
7151,7628_02,Mars,FALSE,D/240/P,TRAPPIST-1e,36,FALSE,1103,3,0,0,659,Ban Stre,FALSE
7152,7630_01,Earth,FALSE,F/1585/P,55 Cancri e,48,FALSE,0,172,115,1,645,Estina Hughriend,FALSE
7153,7631_01,Europa,FALSE,E/497/P,TRAPPIST-1e,33,FALSE,81,1125,481,505,1261,Weid Waring,FALSE
7154,7632_01,Mars,FALSE,D/226/S,TRAPPIST-1e,28,FALSE,2703,0,4,1,0,Phex Kepie,FALSE
7157,7635_01,Europa,TRUE,B/289/S,55 Cancri e,58,FALSE,0,0,0,0,0,Caphird Aneetle,TRUE
7159,7640_01,Earth,TRUE,G/1226/P,TRAPPIST-1e,23,FALSE,0,0,0,0,0,Britta Mejiarkerox,TRUE
7160,7641_01,Earth,FALSE,F/1586/P,55 Cancri e,21,FALSE,618,33,1,2,0,Harvin Peter,TRUE
7161,7643_01,Europa,FALSE,C/247/P,55 Cancri e,53,FALSE,8,1489,0,2723,7401,Alar Quelfly,FALSE
7162,7643_02,Europa,TRUE,C/247/P,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Terion Quelfly,TRUE
7163,7644_01,Earth,TRUE,G/1227/P,PSO J318.5-22,17,FALSE,0,0,0,0,0,Hanry Moorez,TRUE
7164,7646_01,Europa,FALSE,C/285/S,55 Cancri e,25,FALSE,0,16016,1025,189,1037,Azim Sometery,TRUE
7165,7646_02,Europa,FALSE,C/285/S,55 Cancri e,44,TRUE,3010,26,0,62,904,Mahamak Sometery,FALSE
7166,7646_03,Europa,FALSE,C/285/S,55 Cancri e,24,FALSE,145,4224,0,5,61,Alwaide Sometery,TRUE
7167,7647_01,Earth,FALSE,G/1240/S,TRAPPIST-1e,24,FALSE,0,7,127,639,37,Eulah Lopelases,FALSE
7168,7649_01,Earth,TRUE,G/1241/S,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Toniel Reenon,TRUE
7169,7650_01,Earth,TRUE,G/1242/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Jilly Palmes,TRUE
7170,7650_02,Earth,TRUE,G/1242/S,55 Cancri e,7,FALSE,0,0,0,0,0,Ebonyd Potters,FALSE
7171,7650_03,Earth,TRUE,G/1242/S,PSO J318.5-22,3,FALSE,0,0,0,0,0,Meline Potters,TRUE
7172,7650_04,Earth,FALSE,F/1461/S,TRAPPIST-1e,18,FALSE,711,12,0,83,0,Royce Potters,TRUE
7173,7650_05,Earth,TRUE,G/1242/S,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Tera Palmes,FALSE
7174,7652_01,Europa,TRUE,B/292/S,55 Cancri e,40,FALSE,0,0,0,0,0,Coxatik Eguing,TRUE
7175,7656_01,Earth,TRUE,G/1244/S,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Moniey Belley,FALSE
7176,7660_01,Europa,TRUE,B/294/S,55 Cancri e,25,FALSE,0,0,0,0,0,Atrino Lisholtery,TRUE
7177,7661_01,Earth,TRUE,G/1245/S,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Dorene Water,TRUE
7179,7666_01,Mars,TRUE,F/1591/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Boos Emead,TRUE
7180,7667_01,Europa,TRUE,B/251/P,55 Cancri e,15,FALSE,0,0,0,0,0,Suhelik Opshosent,TRUE
7182,7670_01,Mars,TRUE,F/1465/S,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Oats Meau,TRUE
7183,7671_01,Earth,FALSE,F/1466/S,TRAPPIST-1e,29,FALSE,0,7,31,700,0,Daley Patthews,FALSE
7184,7676_01,Mars,FALSE,D/227/S,TRAPPIST-1e,37,TRUE,2771,0,6,1,10,Bases Chman,FALSE
7185,7677_01,Earth,TRUE,G/1247/S,PSO J318.5-22,49,FALSE,0,0,0,0,0,Alber Puckenton,FALSE
7186,7678_01,Earth,FALSE,G/1231/P,TRAPPIST-1e,42,FALSE,1132,0,0,77,608,Nelly Rocknight,FALSE
7188,7679_01,Earth,TRUE,G/1232/P,TRAPPIST-1e,33,FALSE,0,0,0,0,0,Kyley Valezaley,FALSE
7189,7680_01,Europa,FALSE,C/250/P,TRAPPIST-1e,27,FALSE,0,6,0,7786,0,Baton Ousious,FALSE
7190,7682_01,Earth,TRUE,G/1248/S,TRAPPIST-1e,53,FALSE,0,0,0,0,0,Denny Solon,FALSE
7191,7683_01,Earth,FALSE,F/1467/S,TRAPPIST-1e,28,FALSE,0,817,58,0,25,Katen Avisnydes,TRUE
7192,7684_01,Europa,FALSE,C/286/S,TRAPPIST-1e,24,FALSE,812,5450,0,1,262,Cheratz Ressing,TRUE
7193,7687_01,Earth,FALSE,F/1596/P,PSO J318.5-22,20,FALSE,0,0,8,1,1175,Dwin Hortez,FALSE
7194,7688_01,Earth,FALSE,G/1233/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Rice Harrenoldez,FALSE
7197,7691_01,Mars,TRUE,F/1598/P,TRAPPIST-1e,42,FALSE,0,0,0,0,0,Jack Nate,TRUE
7198,7692_01,Europa,FALSE,C/287/S,55 Cancri e,32,TRUE,0,48,0,3204,112,Meropus Aroodint,FALSE
7199,7693_01,Europa,FALSE,B/252/P,TRAPPIST-1e,36,FALSE,0,2979,0,68,347,Cherrak Roftfuling,TRUE
7200,7693_02,Europa,FALSE,B/252/P,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Enibah Roftfuling,TRUE
7202,7696_01,Mars,FALSE,E/499/P,TRAPPIST-1e,34,FALSE,751,0,185,0,77,Sceres Hooff,FALSE
7203,7696_02,Mars,FALSE,F/1601/P,TRAPPIST-1e,37,FALSE,1000,0,80,40,0,Ars Ches,FALSE
7205,7697_02,Europa,TRUE,B/295/S,55 Cancri e,25,FALSE,0,0,0,0,0,Grumak Fusimodent,TRUE
7206,7698_01,Mars,FALSE,F/1602/P,TRAPPIST-1e,39,FALSE,332,0,728,2,86,Beres Derte,TRUE
7207,7699_01,Earth,FALSE,G/1235/P,55 Cancri e,0,FALSE,0,0,0,0,0,Chesty Morez,TRUE
7208,7700_01,Mars,FALSE,F/1603/P,TRAPPIST-1e,54,FALSE,1144,140,2,2,0,Loss Bake,FALSE
7209,7702_01,Earth,TRUE,G/1236/P,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Deanne Rosalanenn,FALSE
7210,7703_01,Earth,FALSE,G/1251/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Bonyan Gordanieves,TRUE
7214,7708_01,Earth,FALSE,F/1471/S,TRAPPIST-1e,18,FALSE,110,103,471,11,1,Arl Chavezalez,FALSE
7215,7709_01,Earth,FALSE,F/1604/P,PSO J318.5-22,27,FALSE,2647,0,0,42,32,Rald Sweett,FALSE
7217,7710_01,Europa,FALSE,B/253/P,TRAPPIST-1e,27,FALSE,118,1769,4127,118,619,Chabih Eguing,TRUE
7219,7712_01,Europa,FALSE,A/93/S,TRAPPIST-1e,25,TRUE,1,4298,0,0,2,Alphact Gealter,TRUE
7220,7713_01,Europa,TRUE,B/296/S,TRAPPIST-1e,30,FALSE,0,0,0,0,0,Nusoton Nairconed,TRUE
7221,7714_01,Earth,FALSE,G/1239/P,TRAPPIST-1e,19,FALSE,0,28,62,24,1686,Morrie Shieldson,FALSE
7222,7715_01,Earth,FALSE,F/1605/P,55 Cancri e,18,FALSE,1,5,305,347,0,Denny Sterson,FALSE
7223,7716_01,Europa,TRUE,E/500/P,55 Cancri e,49,FALSE,0,0,0,0,0,Marazha Panspic,TRUE
7224,7717_01,Earth,FALSE,G/1240/P,TRAPPIST-1e,64,FALSE,0,0,0,563,344,Gerek Hultz,FALSE
7225,7719_01,Mars,TRUE,E/506/S,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Pon Leste,TRUE
7226,7720_01,Earth,FALSE,F/1606/P,55 Cancri e,53,FALSE,0,0,754,46,0,Eilan Russelloyd,FALSE
7227,7721_01,Mars,FALSE,D/242/P,TRAPPIST-1e,27,FALSE,83,0,2621,5,0,Shog Khaf,TRUE
7228,7723_01,Europa,TRUE,B/254/P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Sheleb Conate,TRUE
7229,7724_01,Mars,FALSE,F/1472/S,TRAPPIST-1e,25,FALSE,338,319,32,15,0,Kris Trad,FALSE
7230,7727_01,Earth,FALSE,E/507/S,55 Cancri e,33,FALSE,0,0,0,436,224,Iree Hurchrisong,TRUE
7231,7728_01,Europa,FALSE,C/289/S,TRAPPIST-1e,27,FALSE,0,9,0,40,7621,Alhail Cabraseed,FALSE
7232,7729_01,Europa,TRUE,C/251/P,55 Cancri e,20,FALSE,0,0,0,0,0,Winons Unprive,TRUE
7233,7731_01,Europa,TRUE,B/255/P,55 Cancri e,39,FALSE,0,0,0,0,0,Keidus Suarging,TRUE
7234,7736_01,Mars,FALSE,E/502/P,TRAPPIST-1e,27,FALSE,1730,0,379,5,0,Wins Stik,FALSE
